geneset	gene
GS248335	381924
GS248336	11486
GS248336	11838
GS248336	11839
GS248336	12916
GS248336	68465
GS248336	13170
GS248336	13614
GS248336	13654
GS248336	14176
GS248336	14281
GS248336	14282
GS248336	20525
GS248336	15242
GS248336	16477
GS248336	17294
GS248336	18636
GS248336	19016
GS248336	20425
GS248336	20665
GS248336	22436
GS248336	13656
GS248336	14748
GS248336	14284
GS248336	20887
GS248336	235320
GS248336	20672
GS248336	12575
GS248336	14229
GS248336	19252
GS248336	12053
GS248336	14623
GS248336	14758
GS248336	19416
GS248336	20538
GS248336	12737
GS248336	12741
GS248336	67405
GS248336	20393
GS248336	21946
GS248336	23882
GS248336	24055
GS248336	26556
GS248336	26939
GS248336	27273
GS248336	223775
GS248336	53608
GS248336	53975
GS248336	53417
GS248336	57875
GS248336	56338
GS248336	22295
GS248336	59090
GS248336	80915
GS248336	66119
GS248336	55942
GS248336	66853
GS248336	67217
GS248336	67451
GS248336	67731
GS248336	67839
GS248336	70533
GS248336	68895
GS248336	101401
GS248336	69581
GS248336	69632
GS248336	223828
GS248336	70097
GS248336	70807
GS248336	70834
GS248336	213393
GS248336	329502
GS248336	72287
GS248336	72344
GS248336	230379
GS248336	74155
GS248336	74189
GS248336	74191
GS248336	74370
GS248336	74448
GS248336	319934
GS248336	74646
GS248336	74747
GS248336	74936
GS248336	76459
GS248336	76487
GS248336	76574
GS248336	78177
GS248336	78754
GS248336	60599
GS248336	56405
GS248336	56358
GS248336	57435
GS248336	56323
GS248336	85030
GS248336	100017
GS248336	217410
GS248336	111174
GS248336	140917
GS248336	170799
GS248336	71371
GS248336	215418
GS248336	108960
GS248336	238377
GS248336	319405
GS248336	319655
GS248336	239273
GS248336	241303
GS248336	115489686
GS248336	240869
GS248336	102634835
GS248336	81879
GS248336	230162
GS248336	219134
GS248336	237465
GS248336	320844
GS248336	237625
GS248336	217837
GS248336	68119
GS248336	73649
GS248336	226115
GS248336	225872
GS248336	271005
GS248336	240672
GS248336	258456
GS248336	381924
GS248337	11486
GS248337	11838
GS248337	11839
GS248337	12916
GS248337	68465
GS248337	13170
GS248337	13614
GS248337	13654
GS248337	14176
GS248337	14281
GS248337	14282
GS248337	20525
GS248337	15242
GS248337	16477
GS248337	17294
GS248337	18636
GS248337	19016
GS248337	20425
GS248337	20665
GS248337	22436
GS248337	13656
