geneset	gene
GS246761	29307
GS246761	58852
GS246761	58868
GS246761	64155
GS246761	29584
GS246761	29383
GS246761	29503
GS246761	58946
GS246761	63840
GS246761	29712
GS246761	64537
GS246761	60395
GS246761	29531
GS246761	29251
GS246761	56011
GS246761	63845
GS246761	29363
GS246761	60565
GS246761	59267
GS246761	29227
GS246761	60341
GS246761	58917
GS246761	29248
GS246761	29190
GS246761	65172
GS246761	50677
GS246761	29659
GS246761	64358
GS246761	58840
GS246761	170538
GS246761	25043
GS246761	65191
GS246761	65197
GS246761	81529
GS246761	29741
GS246761	29485
GS246761	60349
GS246761	58968
GS246761	79220
GS246761	81717
GS246761	65135
GS246761	65180
GS246761	65198
GS246761	64442
GS246761	29256
GS246761	171112
GS246761	64119
GS246761	29717
GS246761	114862
GS246761	29237
GS246761	83791
GS246761	89813
GS246761	680130
GS246761	81524
GS246761	64626
GS246761	140666
GS246761	29682
GS246761	29660
GS246761	502317
GS246761	81718
GS246761	59312
GS246761	114093
GS246761	83833
GS246761	84050
GS246761	63837
GS246761	58971
GS246761	65047
GS246761	360272
GS246761	83467
GS246761	113965
GS246761	29496
GS246761	114709
GS246761	29509
GS246761	83839
GS246761	64865
GS246761	83781
GS246761	29375
GS246761	81574
GS246761	29372
GS246761	78956
GS246761	114104
GS246761	114513
GS246761	29335
GS246761	81530
GS246761	83820
GS246761	65154
GS246761	84018
GS246761	170837
GS246761	83616
GS246761	54404
GS246761	65199
GS246761	291948
GS246761	140638
GS246761	89833
GS246761	56266
GS246761	171341
GS246761	81821
GS246761	64681
GS246761	85251
GS246761	83689
GS246761	116657
GS246761	64045
GS246761	116740
GS246761	171287
GS246761	85309
GS246761	64157
GS246761	29637
GS246761	84027
GS246761	64347
GS246761	81663
GS246761	54702
GS246761	81008
GS246761	84032
GS246761	171049
GS246761	29254
GS246761	59266
GS246761	27150
GS246761	257634
GS246761	84588
GS246761	84406
GS246761	65192
GS246761	360302
GS246761	117556
GS246761	29643
GS246761	29181
GS246761	84407
GS246761	192248
GS246761	84493
GS246761	81830
GS246761	192109
GS246761	114557
GS246761	89811
GS246761	117043
GS246761	117542
GS246761	84495
GS246761	83567
GS246761	85249
GS246761	117549
GS246761	685781
GS246761	81672
GS246761	60590
GS246761	171083
